original,datetime_exif,offset_exif,camera_correction,gpx_timestamp,delta_seconds,latitude,longitude,altitude_m,jour,lieu,confidence,fichier_web_seo,titre,alt,legende,description,statut_web,notes,width,height,size_bytes,valid,error
DSC06072.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-vallee-et-pentes-du-haut-atlas-06072.jpg,"Vallee et pentes du haut atlas — Maroc, Haut Atlas","Vallee et pentes du haut atlas dans le massif du Toubkal, Haut Atlas marocain",,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : vallee et pentes du haut atlas.",produite,,6000,4000,2743234,True,
DSC06079.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-vallee-et-pentes-du-haut-atlas-06079.jpg,"Vallee et pentes du haut atlas — Maroc, Haut Atlas","Vallee et pentes du haut atlas dans le massif du Toubkal, Haut Atlas marocain",,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : vallee et pentes du haut atlas.",produite,,4000,6000,2527481,True,
DSC06092.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-vallee-et-pentes-du-haut-atlas-06092.jpg,"Vallee et pentes du haut atlas — Maroc, Haut Atlas","Vallee et pentes du haut atlas dans le massif du Toubkal, Haut Atlas marocain",,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : vallee et pentes du haut atlas.",produite,,6000,4000,2116283,True,
DSC06103.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-vallee-et-pentes-du-haut-atlas-06103.jpg,"Vallee et pentes du haut atlas — Maroc, Haut Atlas","Vallee et pentes du haut atlas dans le massif du Toubkal, Haut Atlas marocain",,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : vallee et pentes du haut atlas.",produite,,6000,4000,1463710,True,
DSC06127.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-vallee-et-pentes-du-haut-atlas-06127.jpg,"Vallee et pentes du haut atlas — Maroc, Haut Atlas","Vallee et pentes du haut atlas dans le massif du Toubkal, Haut Atlas marocain",,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : vallee et pentes du haut atlas.",produite,,6000,4000,3017931,True,
DSC06136.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-vallee-et-pentes-du-haut-atlas-06136.jpg,"Vallee et pentes du haut atlas — Maroc, Haut Atlas","Vallee et pentes du haut atlas dans le massif du Toubkal, Haut Atlas marocain",,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : vallee et pentes du haut atlas.",produite,,6000,4000,2097152,True,
DSC06144.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-vallee-et-pentes-du-haut-atlas-06144.jpg,"Vallee et pentes du haut atlas — Maroc, Haut Atlas","Vallee et pentes du haut atlas dans le massif du Toubkal, Haut Atlas marocain",,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : vallee et pentes du haut atlas.",produite,,5375,3583,2781855,True,
DSC06172.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-vallee-et-pentes-du-haut-atlas-06172.jpg,"Vallee et pentes du haut atlas — Maroc, Haut Atlas","Vallee et pentes du haut atlas dans le massif du Toubkal, Haut Atlas marocain",,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : vallee et pentes du haut atlas.",produite,,5284,3523,1891461,True,
DSC06176.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-vallee-et-pentes-du-haut-atlas-06176.jpg,"Vallee et pentes du haut atlas — Maroc, Haut Atlas","Vallee et pentes du haut atlas dans le massif du Toubkal, Haut Atlas marocain",,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : vallee et pentes du haut atlas.",produite,,5806,3871,2244254,True,
DSC06206.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06206.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,6000,4000,1679629,True,
DSC06210.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06210.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,5418,3612,1347215,True,
DSC06219.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06219.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,5487,3658,1794353,True,
DSC06225.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06225.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,5620,3747,1821741,True,
DSC06234.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06234.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,6000,4000,1044480,True,
DSC06245.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06245.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,5432,3621,1639864,True,
DSC06261.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06261.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,5769,3846,1462647,True,
DSC06272.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06272.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,6000,4000,1670873,True,
DSC06288.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06288.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,5712,3808,1028096,True,
DSC06302.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06302.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,6000,4000,1898838,True,
DSC06304.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06304.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,5989,3993,1892853,True,
DSC06307.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06307.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,5863,3909,2475530,True,
DSC06312.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06312.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,6000,4000,2628760,True,
DSC06318.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06318.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,6000,4000,1367865,True,
DSC06336.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06336.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,6000,4000,3274863,True,
DSC06352.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06352.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,4000,6000,2734057,True,
DSC06359.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06359.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,5496,3664,1974494,True,
DSC06362.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06362.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,5931,3954,2120179,True,
DSC06365.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06365.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,5840,3893,1441792,True,
DSC06386.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06386.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,6000,4000,1678976,True,
DSC06392.jpg,,,à vérifier,,,,,,,Haut Atlas marocain / massif du Toubkal (localisation à vérifier),à vérifier,maroc-haut-atlas-toubkal-ski-de-randonnee-et-paysage-d-altitude-06392.jpg,"Ski de randonnee et paysage d altitude — Maroc, Haut Atlas","Ski de randonnee et paysage d altitude dans le massif du Toubkal, Haut Atlas marocain",Haut Atlas marocain — ski de randonnee et paysage d altitude,"Photographie du voyage à ski dans le Haut Atlas marocain, secteur du massif du Toubkal : ski de randonnee et paysage d altitude.",produite,,6000,4000,2228224,True,
