source_exacte,fichier_web,DateTimeOriginal,fuseau_utilisé,latitude_GPX,longitude_GPX,écart_photo_GPX_secondes,certitude_GPX,localisation,titre_media,texte_alternatif,legende,description,EXIF_complets_identiques,octets_source,octets_web,action
DSC08904.jpg,suisse-dammastock-titlis-ski-randonnee-dsc08904-011.jpg,2025:03:26 18:23:02,+01:00,46.7701728,8.4466889,17173,faible,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 3","Portrait amusé après l’étape — traversée à ski Dammastock–Titlis, Alpes suisses","Portrait amusé après l’étape pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 3 de l’itinérance.","Portrait amusé après l’étape, jour 3 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre portrait amusé après l’étape, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.770173, 8.446689 (écart 17173 secondes, confiance faible). Nom source : DSC08904.jpg.",True,692319,306274,portrait amusé après l’étape
DSC08916.jpg,suisse-dammastock-titlis-ski-randonnee-dsc08916-012.jpg,2025:03:27 06:53:23,+01:00,46.770135,8.4466727,4860,faible,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Petit-déjeuner avant le départ — traversée à ski Dammastock–Titlis, Alpes suisses","Petit-déjeuner avant le départ pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Petit-déjeuner avant le départ, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre petit-déjeuner avant le départ, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.770135, 8.446673 (écart 4860 secondes, confiance faible). Nom source : DSC08916.jpg.",True,781494,350254,petit-déjeuner avant le départ
DSC08942.jpg,suisse-dammastock-titlis-ski-randonnee-dsc08942-013.jpg,2025:03:27 07:34:31,+01:00,46.770135,8.4466727,2392,faible,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Cabane blottie sous une grande aiguille — traversée à ski Dammastock–Titlis, Alpes suisses","Cabane blottie sous une grande aiguille pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Cabane blottie sous une grande aiguille, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre cabane blottie sous une grande aiguille, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.770135, 8.446673 (écart 2392 secondes, confiance faible). Nom source : DSC08942.jpg.",True,860543,382805,cabane blottie sous une grande aiguille
DSC08992.jpg,suisse-dammastock-titlis-ski-randonnee-dsc08992-014.jpg,2025:03:27 07:52:48,+01:00,46.770135,8.4466727,1295,moyenne,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Descente à ski entre les nuages — traversée à ski Dammastock–Titlis, Alpes suisses","Descente à ski entre les nuages pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Descente à ski entre les nuages, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre descente à ski entre les nuages, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.770135, 8.446673 (écart 1295 secondes, confiance moyenne). Nom source : DSC08992.jpg.",True,526840,213709,descente à ski entre les nuages
DSC09025 (2025-04-03T10_27_55.558).jpg,suisse-dammastock-titlis-ski-randonnee-dsc09025-2025-04-03t10-27-55-558-015.jpg,2025:03:27 07:58:31,+01:00,46.770135,8.4466727,952,moyenne,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Sommets émergeant d’une mer de nuages — traversée à ski Dammastock–Titlis, Alpes suisses","Sommets émergeant d’une mer de nuages pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Sommets émergeant d’une mer de nuages, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre sommets émergeant d’une mer de nuages, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.770135, 8.446673 (écart 952 secondes, confiance moyenne). Nom source : DSC09025 (2025-04-03T10_27_55.558).jpg.",True,565572,239573,sommets émergeant d’une mer de nuages
DSC09069.jpg,suisse-dammastock-titlis-ski-randonnee-dsc09069-016.jpg,2025:03:27 08:07:34,+01:00,46.770135,8.4466727,409,moyenne,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Montée à ski sous une aiguille rocheuse — traversée à ski Dammastock–Titlis, Alpes suisses","Montée à ski sous une aiguille rocheuse pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Montée à ski sous une aiguille rocheuse, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre montée à ski sous une aiguille rocheuse, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.770135, 8.446673 (écart 409 secondes, confiance moyenne). Nom source : DSC09069.jpg.",True,743811,320122,montée à ski sous une aiguille rocheuse
DSC09118.jpg,suisse-dammastock-titlis-ski-randonnee-dsc09118-017.jpg,2025:03:27 08:38:08,+01:00,46.7685089,8.4480065,2,élevée,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Grande aiguille dominant le glacier — traversée à ski Dammastock–Titlis, Alpes suisses","Grande aiguille dominant le glacier pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Grande aiguille dominant le glacier, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre grande aiguille dominant le glacier, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.768509, 8.448006 (écart 2 secondes, confiance élevée). Nom source : DSC09118.jpg.",True,812985,401325,grande aiguille dominant le glacier
DSC09143.jpg,suisse-dammastock-titlis-ski-randonnee-dsc09143-018.jpg,2025:03:27 08:45:03,+01:00,46.7680261,8.4477155,1,élevée,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Groupe montant au-dessus des nuages — traversée à ski Dammastock–Titlis, Alpes suisses","Groupe montant au-dessus des nuages pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Groupe montant au-dessus des nuages, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre groupe montant au-dessus des nuages, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.768026, 8.447715 (écart 1 secondes, confiance élevée). Nom source : DSC09143.jpg.",True,717993,316819,groupe montant au-dessus des nuages
DSC09192.jpg,suisse-dammastock-titlis-ski-randonnee-dsc09192-019.jpg,2025:03:27 09:12:20,+01:00,46.7659907,8.4505697,1,élevée,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Skieurs en conversion sur une pente — traversée à ski Dammastock–Titlis, Alpes suisses","Skieurs en conversion sur une pente pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Skieurs en conversion sur une pente, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre skieurs en conversion sur une pente, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.765991, 8.450570 (écart 1 secondes, confiance élevée). Nom source : DSC09192.jpg.",True,786043,341208,skieurs en conversion sur une pente
DSC09208.jpg,suisse-dammastock-titlis-ski-randonnee-dsc09208-020.jpg,2025:03:27 09:15:01,+01:00,46.7657767,8.4515258,0,élevée,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Progression en file sur une arête — traversée à ski Dammastock–Titlis, Alpes suisses","Progression en file sur une arête pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Progression en file sur une arête, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre progression en file sur une arête, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.765777, 8.451526 (écart 0 secondes, confiance élevée). Nom source : DSC09208.jpg.",True,666189,297311,progression en file sur une arête
DSC09216.jpg,suisse-dammastock-titlis-ski-randonnee-dsc09216-021.jpg,2025:03:27 09:16:26,+01:00,46.7656463,8.4517575,0,élevée,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Sommet isolé au-dessus des nuages — traversée à ski Dammastock–Titlis, Alpes suisses","Sommet isolé au-dessus des nuages pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Sommet isolé au-dessus des nuages, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre sommet isolé au-dessus des nuages, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.765646, 8.451757 (écart 0 secondes, confiance élevée). Nom source : DSC09216.jpg.",True,452104,171427,sommet isolé au-dessus des nuages
DSC09221.jpg,suisse-dammastock-titlis-ski-randonnee-dsc09221-022.jpg,2025:03:27 09:16:43,+01:00,46.7656316,8.4516994,1,élevée,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Groupe remontant une arête étroite — traversée à ski Dammastock–Titlis, Alpes suisses","Groupe remontant une arête étroite pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Groupe remontant une arête étroite, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre groupe remontant une arête étroite, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.765632, 8.451699 (écart 1 secondes, confiance élevée). Nom source : DSC09221.jpg.",True,701024,311770,groupe remontant une arête étroite
DSC09225.jpg,suisse-dammastock-titlis-ski-randonnee-dsc09225-023.jpg,2025:03:27 09:16:54,+01:00,46.7656082,8.4516288,1,élevée,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Pause du groupe sur un sommet — traversée à ski Dammastock–Titlis, Alpes suisses","Pause du groupe sur un sommet pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Pause du groupe sur un sommet, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre pause du groupe sur un sommet, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.765608, 8.451629 (écart 1 secondes, confiance élevée). Nom source : DSC09225.jpg.",True,634516,284238,pause du groupe sur un sommet
DSC09237 (2025-04-03T10_27_15.375).jpg,suisse-dammastock-titlis-ski-randonnee-dsc09237-2025-04-03t10-27-15-375-024.jpg,2025:03:27 09:30:29,+01:00,46.7641887,8.449608,2,élevée,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Panorama sur l’itinéraire d’altitude — traversée à ski Dammastock–Titlis, Alpes suisses","Panorama sur l’itinéraire d’altitude pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Panorama sur l’itinéraire d’altitude, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre panorama sur l’itinéraire d’altitude, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.764189, 8.449608 (écart 2 secondes, confiance élevée). Nom source : DSC09237 (2025-04-03T10_27_15.375).jpg.",True,730902,343225,panorama sur l’itinéraire d’altitude
DSC09263.jpg,suisse-dammastock-titlis-ski-randonnee-dsc09263-025.jpg,2025:03:27 09:37:24,+01:00,46.7635804,8.4485607,2,élevée,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Virage dynamique dans la poudreuse — traversée à ski Dammastock–Titlis, Alpes suisses","Virage dynamique dans la poudreuse pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Virage dynamique dans la poudreuse, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre virage dynamique dans la poudreuse, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.763580, 8.448561 (écart 2 secondes, confiance élevée). Nom source : DSC09263.jpg.",True,661341,281466,virage dynamique dans la poudreuse
DSC09268.jpg,suisse-dammastock-titlis-ski-randonnee-dsc09268-026.jpg,2025:03:27 09:40:48,+01:00,46.7634613,8.4484469,2,élevée,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Grande traversée sous les sommets — traversée à ski Dammastock–Titlis, Alpes suisses","Grande traversée sous les sommets pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Grande traversée sous les sommets, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre grande traversée sous les sommets, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.763461, 8.448447 (écart 2 secondes, confiance élevée). Nom source : DSC09268.jpg.",True,949358,447429,grande traversée sous les sommets
DSC09274.jpg,suisse-dammastock-titlis-ski-randonnee-dsc09274-027.jpg,2025:03:27 09:41:12,+01:00,46.7634613,8.4484469,1,élevée,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Skieurs suivant une ligne en balcon — traversée à ski Dammastock–Titlis, Alpes suisses","Skieurs suivant une ligne en balcon pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Skieurs suivant une ligne en balcon, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre skieurs suivant une ligne en balcon, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.763461, 8.448447 (écart 1 secondes, confiance élevée). Nom source : DSC09274.jpg.",True,918850,432389,skieurs suivant une ligne en balcon
DSC09288.jpg,suisse-dammastock-titlis-ski-randonnee-dsc09288-028.jpg,2025:03:27 09:54:50,+01:00,46.7634613,8.4484469,2,élevée,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Montée face aux aiguilles — traversée à ski Dammastock–Titlis, Alpes suisses","Montée face aux aiguilles pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Montée face aux aiguilles, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre montée face aux aiguilles, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.763461, 8.448447 (écart 2 secondes, confiance élevée). Nom source : DSC09288.jpg.",True,675283,303928,montée face aux aiguilles
DSC09301.jpg,suisse-dammastock-titlis-ski-randonnee-dsc09301-029.jpg,2025:03:27 09:57:51,+01:00,46.7634613,8.4484469,2,élevée,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Descente dans un vallon suspendu — traversée à ski Dammastock–Titlis, Alpes suisses","Descente dans un vallon suspendu pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Descente dans un vallon suspendu, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre descente dans un vallon suspendu, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.763461, 8.448447 (écart 2 secondes, confiance élevée). Nom source : DSC09301.jpg.",True,687385,298758,descente dans un vallon suspendu
DSC09374.jpg,suisse-dammastock-titlis-ski-randonnee-dsc09374-030.jpg,2025:03:27 11:32:27,+01:00,46.7762363,8.4841004,0,élevée,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Groupe en traversée sous les parois — traversée à ski Dammastock–Titlis, Alpes suisses","Groupe en traversée sous les parois pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Groupe en traversée sous les parois, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre groupe en traversée sous les parois, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.776236, 8.484100 (écart 0 secondes, confiance élevée). Nom source : DSC09374.jpg.",True,789802,342748,groupe en traversée sous les parois
DSC09425 (2025-04-03T10_27_26.043).jpg,suisse-dammastock-titlis-ski-randonnee-dsc09425-2025-04-03t10-27-26-043-031.jpg,2025:03:27 14:02:06,+01:00,46.776681,8.5012242,2,élevée,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Cordée à ski sur un vaste versant — traversée à ski Dammastock–Titlis, Alpes suisses","Cordée à ski sur un vaste versant pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Cordée à ski sur un vaste versant, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre cordée à ski sur un vaste versant, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.776681, 8.501224 (écart 2 secondes, confiance élevée). Nom source : DSC09425 (2025-04-03T10_27_26.043).jpg.",True,495796,199971,cordée à ski sur un vaste versant
DSC09447 (2025-04-03T10_27_33.645).jpg,suisse-dammastock-titlis-ski-randonnee-dsc09447-2025-04-03t10-27-33-645-032.jpg,2025:03:27 14:52:24,+01:00,46.7755348,8.5034707,1,élevée,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Arrivée sur un plateau panoramique — traversée à ski Dammastock–Titlis, Alpes suisses","Arrivée sur un plateau panoramique pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Arrivée sur un plateau panoramique, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre arrivée sur un plateau panoramique, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.775535, 8.503471 (écart 1 secondes, confiance élevée). Nom source : DSC09447 (2025-04-03T10_27_33.645).jpg.",True,611357,260884,arrivée sur un plateau panoramique
DSC09449.jpg,suisse-dammastock-titlis-ski-randonnee-dsc09449-033.jpg,2025:03:27 14:52:49,+01:00,46.7755348,8.5034707,1,élevée,"traversée à ski Dammastock–Titlis, Alpes suisses — jour 4","Tours rocheuses dans la lumière du soir — traversée à ski Dammastock–Titlis, Alpes suisses","Tours rocheuses dans la lumière du soir pendant la traversée Dammastock–Titlis dans les Alpes suisses, au jour 4 de l’itinérance.","Tours rocheuses dans la lumière du soir, jour 4 de la traversée Dammastock–Titlis dans les Alpes suisses.","La photographie montre tours rocheuses dans la lumière du soir, pendant la traversée Dammastock–Titlis dans les Alpes suisses. La localisation est issue du rapprochement temporel avec la trace GPX : 46.775535, 8.503471 (écart 1 secondes, confiance élevée). Nom source : DSC09449.jpg.",True,615080,266318,tours rocheuses dans la lumière du soir
