source_exacte,fichier_web,DateTimeOriginal,fuseau_utilisé,latitude_GPX,longitude_GPX,écart_photo_GPX_secondes,certitude_GPX,localisation,titre_media,texte_alternatif,legende,description,EXIF_complets_identiques,octets_source,octets_web,action
DSC00915.jpg,autriche-verwall-ski-randonnee-dsc00915-011.jpg,2024:03:31 06:45:41,+02:00,47.0071871,10.1391809,4234,faible,"tour à ski du Verwall, Tyrol, Autriche — jour 3","Préparation du café avant le départ — tour à ski du Verwall, Tyrol, Autriche","Préparation du café avant le départ pendant le tour à ski du Verwall au Tyrol, au jour 3 de l’itinérance.","Préparation du café avant le départ, jour 3 de le tour à ski du Verwall au Tyrol.","La photographie montre préparation du café avant le départ, pendant le tour à ski du Verwall au Tyrol. La localisation est issue du rapprochement temporel avec la trace GPX : 47.007187, 10.139181 (écart 4234 secondes, confiance faible). Nom source : DSC00915.jpg.",True,783162,359555,préparation du café avant le départ
DSC00944.jpg,autriche-verwall-ski-randonnee-dsc00944-012.jpg,2024:03:31 08:05:47,+02:00,47.0134083,10.1412443,2,élevée,"tour à ski du Verwall, Tyrol, Autriche — jour 3","Montée solitaire sur un plateau — tour à ski du Verwall, Tyrol, Autriche","Montée solitaire sur un plateau pendant le tour à ski du Verwall au Tyrol, au jour 3 de l’itinérance.","Montée solitaire sur un plateau, jour 3 de le tour à ski du Verwall au Tyrol.","La photographie montre montée solitaire sur un plateau, pendant le tour à ski du Verwall au Tyrol. La localisation est issue du rapprochement temporel avec la trace GPX : 47.013408, 10.141244 (écart 2 secondes, confiance élevée). Nom source : DSC00944.jpg.",True,453948,190101,montée solitaire sur un plateau
DSC00957.jpg,autriche-verwall-ski-randonnee-dsc00957-013.jpg,2024:03:31 08:11:28,+02:00,47.0134095,10.1412324,2,élevée,"tour à ski du Verwall, Tyrol, Autriche — jour 3","Groupe traçant dans la neige fraîche — tour à ski du Verwall, Tyrol, Autriche","Groupe traçant dans la neige fraîche pendant le tour à ski du Verwall au Tyrol, au jour 3 de l’itinérance.","Groupe traçant dans la neige fraîche, jour 3 de le tour à ski du Verwall au Tyrol.","La photographie montre groupe traçant dans la neige fraîche, pendant le tour à ski du Verwall au Tyrol. La localisation est issue du rapprochement temporel avec la trace GPX : 47.013410, 10.141232 (écart 2 secondes, confiance élevée). Nom source : DSC00957.jpg.",True,506019,223894,groupe traçant dans la neige fraîche
DSC01040.jpg,autriche-verwall-ski-randonnee-dsc01040-014.jpg,2024:03:31 09:54:29,+02:00,47.0328158,10.111703,0,élevée,"tour à ski du Verwall, Tyrol, Autriche — jour 3","Descente d’un skieur sur une pente raide — tour à ski du Verwall, Tyrol, Autriche","Descente d’un skieur sur une pente raide pendant le tour à ski du Verwall au Tyrol, au jour 3 de l’itinérance.","Descente d’un skieur sur une pente raide, jour 3 de le tour à ski du Verwall au Tyrol.","La photographie montre descente d’un skieur sur une pente raide, pendant le tour à ski du Verwall au Tyrol. La localisation est issue du rapprochement temporel avec la trace GPX : 47.032816, 10.111703 (écart 0 secondes, confiance élevée). Nom source : DSC01040.jpg.",True,760653,351229,descente d’un skieur sur une pente raide
DSC01081 (1).jpg,autriche-verwall-ski-randonnee-dsc01081-1-015.jpg,2024:03:31 09:56:09,+02:00,47.0330696,10.111087,0,élevée,"tour à ski du Verwall, Tyrol, Autriche — jour 3","Virage appuyé sous les crêtes — tour à ski du Verwall, Tyrol, Autriche","Virage appuyé sous les crêtes pendant le tour à ski du Verwall au Tyrol, au jour 3 de l’itinérance.","Virage appuyé sous les crêtes, jour 3 de le tour à ski du Verwall au Tyrol.","La photographie montre virage appuyé sous les crêtes, pendant le tour à ski du Verwall au Tyrol. La localisation est issue du rapprochement temporel avec la trace GPX : 47.033070, 10.111087 (écart 0 secondes, confiance élevée). Nom source : DSC01081 (1).jpg.",True,697081,311569,virage appuyé sous les crêtes
DSC01250 (1).jpg,autriche-verwall-ski-randonnee-dsc01250-1-016.jpg,2024:03:31 10:12:29,+02:00,47.0347292,10.1130888,0,élevée,"tour à ski du Verwall, Tyrol, Autriche — jour 3","Traversée au-dessus d’un vallon — tour à ski du Verwall, Tyrol, Autriche","Traversée au-dessus d’un vallon pendant le tour à ski du Verwall au Tyrol, au jour 3 de l’itinérance.","Traversée au-dessus d’un vallon, jour 3 de le tour à ski du Verwall au Tyrol.","La photographie montre traversée au-dessus d’un vallon, pendant le tour à ski du Verwall au Tyrol. La localisation est issue du rapprochement temporel avec la trace GPX : 47.034729, 10.113089 (écart 0 secondes, confiance élevée). Nom source : DSC01250 (1).jpg.",True,747244,352434,traversée au-dessus d’un vallon
DSC01354 (1).jpg,autriche-verwall-ski-randonnee-dsc01354-1-017.jpg,2024:03:31 11:16:10,+02:00,47.0505103,10.1114159,0,élevée,"tour à ski du Verwall, Tyrol, Autriche — jour 3","Montée du groupe au-dessus des forêts — tour à ski du Verwall, Tyrol, Autriche","Montée du groupe au-dessus des forêts pendant le tour à ski du Verwall au Tyrol, au jour 3 de l’itinérance.","Montée du groupe au-dessus des forêts, jour 3 de le tour à ski du Verwall au Tyrol.","La photographie montre montée du groupe au-dessus des forêts, pendant le tour à ski du Verwall au Tyrol. La localisation est issue du rapprochement temporel avec la trace GPX : 47.050510, 10.111416 (écart 0 secondes, confiance élevée). Nom source : DSC01354 (1).jpg.",True,890763,438211,montée du groupe au-dessus des forêts
DSC01490 (1).jpg,autriche-verwall-ski-randonnee-dsc01490-1-018.jpg,2024:03:31 12:38:16,+02:00,47.0565752,10.1018788,1,élevée,"tour à ski du Verwall, Tyrol, Autriche — jour 3","Progression vers un col du verwall — tour à ski du Verwall, Tyrol, Autriche","Progression vers un col du verwall pendant le tour à ski du Verwall au Tyrol, au jour 3 de l’itinérance.","Progression vers un col du verwall, jour 3 de le tour à ski du Verwall au Tyrol.","La photographie montre progression vers un col du Verwall, pendant le tour à ski du Verwall au Tyrol. La localisation est issue du rapprochement temporel avec la trace GPX : 47.056575, 10.101879 (écart 1 secondes, confiance élevée). Nom source : DSC01490 (1).jpg.",True,529499,233249,progression vers un col du Verwall
DSC01667.jpg,autriche-verwall-ski-randonnee-dsc01667-019.jpg,2024:03:31 15:32:31,+02:00,47.0752729,10.1155346,2676,faible,"tour à ski du Verwall, Tyrol, Autriche — jour 3","Chauffage au poêle dans la cabane — tour à ski du Verwall, Tyrol, Autriche","Chauffage au poêle dans la cabane pendant le tour à ski du Verwall au Tyrol, au jour 3 de l’itinérance.","Chauffage au poêle dans la cabane, jour 3 de le tour à ski du Verwall au Tyrol.","La photographie montre chauffage au poêle dans la cabane, pendant le tour à ski du Verwall au Tyrol. La localisation est issue du rapprochement temporel avec la trace GPX : 47.075273, 10.115535 (écart 2676 secondes, confiance faible). Nom source : DSC01667.jpg.",True,618011,286132,chauffage au poêle dans la cabane
DSC01686 (1).jpg,autriche-verwall-ski-randonnee-dsc01686-1-020.jpg,2024:03:31 15:36:35,+02:00,47.0752729,10.1155346,2920,faible,"tour à ski du Verwall, Tyrol, Autriche — jour 3","Pause boisson après l’étape — tour à ski du Verwall, Tyrol, Autriche","Pause boisson après l’étape pendant le tour à ski du Verwall au Tyrol, au jour 3 de l’itinérance.","Pause boisson après l’étape, jour 3 de le tour à ski du Verwall au Tyrol.","La photographie montre pause boisson après l’étape, pendant le tour à ski du Verwall au Tyrol. La localisation est issue du rapprochement temporel avec la trace GPX : 47.075273, 10.115535 (écart 2920 secondes, confiance faible). Nom source : DSC01686 (1).jpg.",True,660710,309244,pause boisson après l’étape
