source,fichier_web,DateTimeOriginal,fuseau,latitude_GPX,longitude_GPX,écart_photo_GPX_secondes,certitude_GPX,localisation,action,titre_media,texte_alternatif,legende,description,EXIF_complets_identiques,octets_source,octets_web
DSC04952.jpg,kosovo-traversee-ski-monts-sar-descente-ski-panorama-11.jpg,2025:02:08 13:36:00,+01:00,41.785577,20.5475445,2,élevée,"haute vallée de Brod, massif du Šar",descente à ski face aux montagnes,"Descente à ski face aux montagnes — haute vallée de Brod, massif du Šar","Skieur descendant une pente avec la vallée en arrière-plan, haute vallée de Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Descente à ski face aux montagnes pendant la traversée à ski des monts Šar au Kosovo.,"Skieur descendant une pente avec la vallée en arrière-plan. Point GPX le plus proche temporellement : 41.785577, 20.547545, avec un écart de 2 secondes.",True,600279,621628
DSC04960.jpg,kosovo-traversee-ski-monts-sar-groupe-sommet-sar-12.jpg,2025:02:08 13:44:00,+01:00,41.7878895,20.5470253,0,élevée,"haute vallée de Brod, massif du Šar",groupe au sommet du Šar,"Groupe au sommet du šar — haute vallée de Brod, massif du Šar","Groupe de skieurs réuni sur une crête panoramique, haute vallée de Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Groupe au sommet du šar pendant la traversée à ski des monts Šar au Kosovo.,"Groupe de skieurs réuni sur une crête panoramique. Point GPX le plus proche temporellement : 41.787889, 20.547025, avec un écart de 0 secondes.",True,527214,563995
DSC04980.jpg,kosovo-traversee-ski-monts-sar-virage-poudreuse-rochers-13.jpg,2025:02:08 13:55:14,+01:00,41.7899377,20.5469034,2,élevée,"haute vallée de Brod, massif du Šar",virage en poudreuse entre les rochers,"Virage en poudreuse entre les rochers — haute vallée de Brod, massif du Šar","Skieur déclenchant un virage dans une pente poudreuse, haute vallée de Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Virage en poudreuse entre les rochers pendant la traversée à ski des monts Šar au Kosovo.,"Skieur déclenchant un virage dans une pente poudreuse. Point GPX le plus proche temporellement : 41.789938, 20.546903, avec un écart de 2 secondes.",True,308143,363862
DSC04998.jpg,kosovo-traversee-ski-monts-sar-skieurs-arete-rocheuse-14.jpg,2025:02:08 14:13:59,+01:00,41.7902825,20.5468127,2,élevée,"haute vallée de Brod, massif du Šar",progression sur une arête rocheuse,"Progression sur une arête rocheuse — haute vallée de Brod, massif du Šar","Deux skieurs franchissant un ressaut de neige et de rocher, haute vallée de Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Progression sur une arête rocheuse pendant la traversée à ski des monts Šar au Kosovo.,"Deux skieurs franchissant un ressaut de neige et de rocher. Point GPX le plus proche temporellement : 41.790283, 20.546813, avec un écart de 2 secondes.",True,390647,446369
DSC05018.jpg,kosovo-traversee-ski-monts-sar-minaret-vallee-montagne-15.jpg,2025:02:08 15:53:11,+01:00,41.8189314,20.5040179,2,élevée,"secteur occidental du massif du Šar, près du Korab",minaret dans la vallée du Šar,"Minaret dans la vallée du šar — secteur occidental du massif du Šar, près du Korab","Mosquée et reliefs du šar dans la lumière du soir, secteur occidental du massif du Šar, près du Korab, pendant une traversée à ski du Kosovo.",Minaret dans la vallée du šar pendant la traversée à ski des monts Šar au Kosovo.,"Mosquée et reliefs du šar dans la lumière du soir. Point GPX le plus proche temporellement : 41.818931, 20.504018, avec un écart de 2 secondes.",True,437793,473950
DSC05027.jpg,kosovo-traversee-ski-monts-sar-retour-ski-village-16.jpg,2025:02:08 16:04:29,+01:00,41.8173437,20.4966671,0,élevée,"secteur occidental du massif du Šar, près du Korab",retour à ski vers le village,"Retour à ski vers le village — secteur occidental du massif du Šar, près du Korab","Skieur avançant dans une rue de village au crépuscule, secteur occidental du massif du Šar, près du Korab, pendant une traversée à ski du Kosovo.",Retour à ski vers le village pendant la traversée à ski des monts Šar au Kosovo.,"Skieur avançant dans une rue de village au crépuscule. Point GPX le plus proche temporellement : 41.817344, 20.496667, avec un écart de 0 secondes.",True,483944,550576
DSC05036.jpg,kosovo-traversee-ski-monts-sar-vie-rurale-grange-17.jpg,2025:02:08 16:07:05,+01:00,41.8168538,20.4942281,1,élevée,"secteur occidental du massif du Šar, près du Korab",vie rurale devant une grange,"Vie rurale devant une grange — secteur occidental du massif du Šar, près du Korab","Habitant travaillant devant une grange en bois, secteur occidental du massif du Šar, près du Korab, pendant une traversée à ski du Kosovo.",Vie rurale devant une grange pendant la traversée à ski des monts Šar au Kosovo.,"Habitant travaillant devant une grange en bois. Point GPX le plus proche temporellement : 41.816854, 20.494228, avec un écart de 1 secondes.",True,912431,998701
DSC05037.jpg,kosovo-traversee-ski-monts-sar-portraits-habitants-kosovo-18.jpg,2025:02:08 16:07:27,+01:00,41.8167943,20.4938724,0,élevée,"secteur occidental du massif du Šar, près du Korab",rencontre avec des habitants,"Rencontre avec des habitants — secteur occidental du massif du Šar, près du Korab","Deux habitants photographiés devant les montagnes, secteur occidental du massif du Šar, près du Korab, pendant une traversée à ski du Kosovo.",Rencontre avec des habitants pendant la traversée à ski des monts Šar au Kosovo.,"Deux habitants photographiés devant les montagnes. Point GPX le plus proche temporellement : 41.816794, 20.493872, avec un écart de 0 secondes.",True,153815,197747
DSC05051.jpg,kosovo-traversee-ski-monts-sar-marche-rue-village-19.jpg,2025:02:08 16:15:27,+01:00,41.8164142,20.4883248,0,élevée,"secteur occidental du massif du Šar, près du Korab",marche dans un village du Kosovo,"Marche dans un village du kosovo — secteur occidental du massif du Šar, près du Korab","Compagnons traversant une rue bordée de maisons, secteur occidental du massif du Šar, près du Korab, pendant une traversée à ski du Kosovo.",Marche dans un village du kosovo pendant la traversée à ski des monts Šar au Kosovo.,"Compagnons traversant une rue bordée de maisons. Point GPX le plus proche temporellement : 41.816414, 20.488325, avec un écart de 0 secondes.",True,699071,726291
DSC05122.jpg,kosovo-traversee-ski-monts-sar-rencontre-cafe-village-20.jpg,2025:02:09 05:45:48,+01:00,41.8145341,20.4882255,1650,moyenne,"secteur occidental du massif du Šar, près du Korab",rencontre au café du village,"Rencontre au café du village — secteur occidental du massif du Šar, près du Korab","Deux hommes posant dans un petit commerce local, secteur occidental du massif du Šar, près du Korab, pendant une traversée à ski du Kosovo.",Rencontre au café du village pendant la traversée à ski des monts Šar au Kosovo.,"Deux hommes posant dans un petit commerce local. Point GPX le plus proche temporellement : 41.814534, 20.488225, avec un écart de 1650 secondes.",True,701164,749484
DSC05153.jpg,kosovo-traversee-ski-monts-sar-mosquee-nuit-depart-21.jpg,2025:02:09 05:59:14,+01:00,41.8145341,20.4882255,844,moyenne,"secteur occidental du massif du Šar, près du Korab",départ avant l’aube près de la mosquée,"Départ avant l’aube près de la mosquée — secteur occidental du massif du Šar, près du Korab","Skieurs passant devant une mosquée encore éclairée, secteur occidental du massif du Šar, près du Korab, pendant une traversée à ski du Kosovo.",Départ avant l’aube près de la mosquée pendant la traversée à ski des monts Šar au Kosovo.,"Skieurs passant devant une mosquée encore éclairée. Point GPX le plus proche temporellement : 41.814534, 20.488225, avec un écart de 844 secondes.",True,622033,661920
DSC05193.jpg,kosovo-traversee-ski-monts-sar-traversee-plateau-neige-22.jpg,2025:02:09 08:35:53,+01:00,41.8185175,20.5299941,2,élevée,"secteur occidental du massif du Šar, près du Korab",traversée d’un plateau enneigé,"Traversée d’un plateau enneigé — secteur occidental du massif du Šar, près du Korab","Skieurs progressant dans l’immensité blanche, secteur occidental du massif du Šar, près du Korab, pendant une traversée à ski du Kosovo.",Traversée d’un plateau enneigé pendant la traversée à ski des monts Šar au Kosovo.,"Skieurs progressant dans l’immensité blanche. Point GPX le plus proche temporellement : 41.818517, 20.529994, avec un écart de 2 secondes.",True,402678,470556
DSC05209.jpg,kosovo-traversee-ski-monts-sar-montee-solitaire-plateau-23.jpg,2025:02:09 09:24:14,+01:00,41.8151889,20.5613929,3,élevée,"haute vallée de Brod, massif du Šar",montée à ski sur le plateau,"Montée à ski sur le plateau — haute vallée de Brod, massif du Šar","Skieur avançant seul entre les ondulations de neige, haute vallée de Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Montée à ski sur le plateau pendant la traversée à ski des monts Šar au Kosovo.,"Skieur avançant seul entre les ondulations de neige. Point GPX le plus proche temporellement : 41.815189, 20.561393, avec un écart de 3 secondes.",True,184193,225618
DSC05274.jpg,kosovo-traversee-ski-monts-sar-cabane-plateau-sar-24.jpg,2025:02:09 13:05:51,+01:00,41.8754871,20.6489005,1,élevée,"haute vallée de Brod, massif du Šar",cabane isolée sur le plateau,"Cabane isolée sur le plateau — haute vallée de Brod, massif du Šar","Petite cabane noire au milieu des montagnes enneigées, haute vallée de Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Cabane isolée sur le plateau pendant la traversée à ski des monts Šar au Kosovo.,"Petite cabane noire au milieu des montagnes enneigées. Point GPX le plus proche temporellement : 41.875487, 20.648900, avec un écart de 1 secondes.",True,538439,584629
DSC05394.jpg,kosovo-traversee-ski-monts-sar-panorama-vallee-brume-25.jpg,2025:02:09 15:54:22,+01:00,41.9272579,20.7068294,1,élevée,"haute vallée de Brod, massif du Šar",panorama sur une vallée embrumée,"Panorama sur une vallée embrumée — haute vallée de Brod, massif du Šar","Vallée profonde et reliefs superposés dans la brume, haute vallée de Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Panorama sur une vallée embrumée pendant la traversée à ski des monts Šar au Kosovo.,"Vallée profonde et reliefs superposés dans la brume. Point GPX le plus proche temporellement : 41.927258, 20.706829, avec un écart de 1 secondes.",True,121591,156930
DSC05417.jpg,kosovo-traversee-ski-monts-sar-coucher-soleil-crete-26.jpg,2025:02:09 15:57:23,+01:00,41.9284204,20.7073021,2,élevée,"haute vallée de Brod, massif du Šar",lumière du soir sur la crête,"Lumière du soir sur la crête — haute vallée de Brod, massif du Šar","Versants enneigés dominant une mer de brume, haute vallée de Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Lumière du soir sur la crête pendant la traversée à ski des monts Šar au Kosovo.,"Versants enneigés dominant une mer de brume. Point GPX le plus proche temporellement : 41.928420, 20.707302, avec un écart de 2 secondes.",True,375379,438335
DSC05466.jpg,kosovo-traversee-ski-monts-sar-plateau-sar-lumiere-soir-27.jpg,2025:02:09 16:19:08,+01:00,41.9333881,20.7098407,3,élevée,"haute vallée de Brod, massif du Šar",plateau du Šar au soleil couchant,"Plateau du šar au soleil couchant — haute vallée de Brod, massif du Šar","Grands plateaux enneigés sous une lumière dorée, haute vallée de Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Plateau du šar au soleil couchant pendant la traversée à ski des monts Šar au Kosovo.,"Grands plateaux enneigés sous une lumière dorée. Point GPX le plus proche temporellement : 41.933388, 20.709841, avec un écart de 3 secondes.",True,457850,500306
DSC05470.jpg,kosovo-traversee-ski-monts-sar-skieur-immensite-sar-28.jpg,2025:02:09 16:19:35,+01:00,41.9335097,20.7101158,2,élevée,"haute vallée de Brod, massif du Šar",skieur dans l’immensité du Šar,"Skieur dans l’immensité du šar — haute vallée de Brod, massif du Šar","Skieur minuscule sur un vaste plateau enneigé, haute vallée de Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Skieur dans l’immensité du šar pendant la traversée à ski des monts Šar au Kosovo.,"Skieur minuscule sur un vaste plateau enneigé. Point GPX le plus proche temporellement : 41.933510, 20.710116, avec un écart de 2 secondes.",True,449610,498916
DSC05513.jpg,kosovo-traversee-ski-monts-sar-epicerie-village-soir-29.jpg,2025:02:09 18:18:31,+01:00,41.989911,20.7056024,1,élevée,"haute vallée de Brod, massif du Šar",ravitaillement à l’épicerie,"Ravitaillement à l’épicerie — haute vallée de Brod, massif du Šar","Commerçants derrière le comptoir d’une épicerie de village, haute vallée de Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Ravitaillement à l’épicerie pendant la traversée à ski des monts Šar au Kosovo.,"Commerçants derrière le comptoir d’une épicerie de village. Point GPX le plus proche temporellement : 41.989911, 20.705602, avec un écart de 1 secondes.",True,724875,731237
DSC05521.jpg,kosovo-traversee-ski-monts-sar-toast-guesthouse-kosovo-30.jpg,2025:02:09 19:30:03,+01:00,41.9912185,20.7054429,3934,faible,"haute vallée de Brod, massif du Šar",toast dans une guesthouse,"Toast dans une guesthouse — haute vallée de Brod, massif du Šar","Voyageur levant son verre après l’étape, haute vallée de Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Toast dans une guesthouse pendant la traversée à ski des monts Šar au Kosovo.,"Voyageur levant son verre après l’étape. Point GPX le plus proche temporellement : 41.991219, 20.705443, avec un écart de 3934 secondes.",True,638849,618610
DSC05538.jpg,kosovo-traversee-ski-monts-sar-repas-groupe-guesthouse-31.jpg,2025:02:09 19:50:28,+01:00,41.9912185,20.7054429,5159,faible,"haute vallée de Brod, massif du Šar",repas partagé dans la guesthouse,"Repas partagé dans la guesthouse — haute vallée de Brod, massif du Šar","Groupe réuni autour de la table après une journée de ski, haute vallée de Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Repas partagé dans la guesthouse pendant la traversée à ski des monts Šar au Kosovo.,"Groupe réuni autour de la table après une journée de ski. Point GPX le plus proche temporellement : 41.991219, 20.705443, avec un écart de 5159 secondes.",True,661573,666072
DSC05585.jpg,kosovo-traversee-ski-monts-sar-petit-dejeuner-local-32.jpg,2025:02:10 07:11:15,+01:00,41.991293,20.7055103,13455,faible,"haute vallée de Brod, massif du Šar",petit-déjeuner chez l’habitant,"Petit-déjeuner chez l’habitant — haute vallée de Brod, massif du Šar","Hôte préparant le repas dans une pièce colorée, haute vallée de Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Petit-déjeuner chez l’habitant pendant la traversée à ski des monts Šar au Kosovo.,"Hôte préparant le repas dans une pièce colorée. Point GPX le plus proche temporellement : 41.991293, 20.705510, avec un écart de 13455 secondes.",True,698727,748024
DSC05625.jpg,kosovo-traversee-ski-monts-sar-preparation-etape-carte-33.jpg,2025:02:10 07:18:41,+01:00,41.991293,20.7055103,13009,faible,"haute vallée de Brod, massif du Šar",préparation de l’étape,"Préparation de l’étape — haute vallée de Brod, massif du Šar","Compagnons consultant la carte avant le départ, haute vallée de Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Préparation de l’étape pendant la traversée à ski des monts Šar au Kosovo.,"Compagnons consultant la carte avant le départ. Point GPX le plus proche temporellement : 41.991293, 20.705510, avec un écart de 13009 secondes.",True,581224,629323
DSC05707.jpg,kosovo-traversee-ski-monts-sar-burek-village-kosovo-34.jpg,2025:02:10 10:18:25,+01:00,41.991293,20.7055103,2225,faible,"haute vallée de Brod, massif du Šar",halte dans une boulangerie de burek,"Halte dans une boulangerie de burek — haute vallée de Brod, massif du Šar","Façade d’une petite boulangerie locale, haute vallée de Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Halte dans une boulangerie de burek pendant la traversée à ski des monts Šar au Kosovo.,"Façade d’une petite boulangerie locale. Point GPX le plus proche temporellement : 41.991293, 20.705510, avec un écart de 2225 secondes.",True,250465,304115
DSC05715.jpg,kosovo-traversee-ski-monts-sar-rencontre-habitants-interieur-35.jpg,2025:02:10 10:23:41,+01:00,41.991293,20.7055103,1909,faible,"haute vallée de Brod, massif du Šar",rencontre avec des habitants,"Rencontre avec des habitants — haute vallée de Brod, massif du Šar","Groupe assis dans une maison du village, haute vallée de Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Rencontre avec des habitants pendant la traversée à ski des monts Šar au Kosovo.,"Groupe assis dans une maison du village. Point GPX le plus proche temporellement : 41.991293, 20.705510, avec un écart de 1909 secondes.",True,424268,486861
DSC05745.jpg,kosovo-traversee-ski-monts-sar-rue-mosquee-village-36.jpg,2025:02:10 10:38:14,+01:00,41.991293,20.7055103,1036,moyenne,"haute vallée de Brod, massif du Šar",rue et mosquée de montagne,"Rue et mosquée de montagne — haute vallée de Brod, massif du Šar","Rue enneigée menant au minaret du village, haute vallée de Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Rue et mosquée de montagne pendant la traversée à ski des monts Šar au Kosovo.,"Rue enneigée menant au minaret du village. Point GPX le plus proche temporellement : 41.991293, 20.705510, avec un écart de 1036 secondes.",True,558039,604461
DSC05776.jpg,kosovo-traversee-ski-monts-sar-groupe-traversee-plateau-37.jpg,2025:02:10 13:52:53,+01:00,42.0163319,20.7376751,1,élevée,"haute vallée de Brod, massif du Šar",groupe traversant un plateau,"Groupe traversant un plateau — haute vallée de Brod, massif du Šar","File de skieurs sur une vaste étendue blanche, haute vallée de Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Groupe traversant un plateau pendant la traversée à ski des monts Šar au Kosovo.,"File de skieurs sur une vaste étendue blanche. Point GPX le plus proche temporellement : 42.016332, 20.737675, avec un écart de 1 secondes.",True,303774,366577
DSC05811.jpg,kosovo-traversee-ski-monts-sar-skieur-sommet-rocheux-38.jpg,2025:02:10 14:17:40,+01:00,42.0225604,20.7460507,1,élevée,"secteur de Dragash et Brod, massif du Šar",skieur sur un sommet rocheux,"Skieur sur un sommet rocheux — secteur de Dragash et Brod, massif du Šar","Skieur debout sur un petit sommet face aux montagnes, secteur de Dragash et Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Skieur sur un sommet rocheux pendant la traversée à ski des monts Šar au Kosovo.,"Skieur debout sur un petit sommet face aux montagnes. Point GPX le plus proche temporellement : 42.022560, 20.746051, avec un écart de 1 secondes.",True,629589,627617
DSC05829.jpg,kosovo-traversee-ski-monts-sar-descente-vers-vallee-39.jpg,2025:02:10 14:33:57,+01:00,42.0275889,20.7483103,2,élevée,"secteur de Dragash et Brod, massif du Šar",descente vers une vallée du Šar,"Descente vers une vallée du šar — secteur de Dragash et Brod, massif du Šar","Versant enneigé dominant une vallée boisée, secteur de Dragash et Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Descente vers une vallée du šar pendant la traversée à ski des monts Šar au Kosovo.,"Versant enneigé dominant une vallée boisée. Point GPX le plus proche temporellement : 42.027589, 20.748310, avec un écart de 2 secondes.",True,540738,592300
DSC05936.jpg,kosovo-traversee-ski-monts-sar-village-matinal-kosovo-40.jpg,2025:02:11 06:49:39,+01:00,42.0546683,20.827647,11172,faible,"secteur de Dragash et Brod, massif du Šar",village du Kosovo au lever du jour,"Village du kosovo au lever du jour — secteur de Dragash et Brod, massif du Šar","Maisons serrées sur les pentes dans la lumière matinale, secteur de Dragash et Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Village du kosovo au lever du jour pendant la traversée à ski des monts Šar au Kosovo.,"Maisons serrées sur les pentes dans la lumière matinale. Point GPX le plus proche temporellement : 42.054668, 20.827647, avec un écart de 11172 secondes.",True,624679,660323
DSC05984.jpg,kosovo-traversee-ski-monts-sar-interieur-maison-village-41.jpg,2025:02:11 08:54:27,+01:00,42.0546683,20.827647,3684,faible,"secteur de Dragash et Brod, massif du Šar",halte chez l’habitant,"Halte chez l’habitant — secteur de Dragash et Brod, massif du Šar","Compagnons réunis dans une maison traditionnelle, secteur de Dragash et Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Halte chez l’habitant pendant la traversée à ski des monts Šar au Kosovo.,"Compagnons réunis dans une maison traditionnelle. Point GPX le plus proche temporellement : 42.054668, 20.827647, avec un écart de 3684 secondes.",True,658377,664810
DSC06012.jpg,kosovo-traversee-ski-monts-sar-trajet-vehicule-montagne-42.jpg,2025:02:11 09:08:24,+01:00,42.0546683,20.827647,2847,faible,"secteur de Dragash et Brod, massif du Šar",liaison en véhicule,"Liaison en véhicule — secteur de Dragash et Brod, massif du Šar","Rétroviseur et route observés depuis l’habitacle, secteur de Dragash et Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Liaison en véhicule pendant la traversée à ski des monts Šar au Kosovo.,"Rétroviseur et route observés depuis l’habitacle. Point GPX le plus proche temporellement : 42.054668, 20.827647, avec un écart de 2847 secondes.",True,165331,212479
DSC06014.jpg,kosovo-traversee-ski-monts-sar-minaret-fenetre-43.jpg,2025:02:11 09:09:14,+01:00,42.0546683,20.827647,2797,faible,"secteur de Dragash et Brod, massif du Šar",minaret vu depuis la maison,"Minaret vu depuis la maison — secteur de Dragash et Brod, massif du Šar","Mosquée du village cadrée à travers une fenêtre, secteur de Dragash et Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Minaret vu depuis la maison pendant la traversée à ski des monts Šar au Kosovo.,"Mosquée du village cadrée à travers une fenêtre. Point GPX le plus proche temporellement : 42.054668, 20.827647, avec un écart de 2797 secondes.",True,547637,600505
DSC06142.jpg,kosovo-traversee-ski-monts-sar-skieur-crete-nuages-44.jpg,2025:02:11 13:12:41,+01:00,42.0917191,20.8399706,2,élevée,"secteur de Dragash et Brod, massif du Šar",skieur sur une crête sous les nuages,"Skieur sur une crête sous les nuages — secteur de Dragash et Brod, massif du Šar","Skieur progressant sur une arête balayée par le vent, secteur de Dragash et Brod, massif du Šar, pendant une traversée à ski du Kosovo.",Skieur sur une crête sous les nuages pendant la traversée à ski des monts Šar au Kosovo.,"Skieur progressant sur une arête balayée par le vent. Point GPX le plus proche temporellement : 42.091719, 20.839971, avec un écart de 2 secondes.",True,349499,409770
