source_exacte,fichier_web,DateTimeOriginal,fuseau_utilisé,latitude_GPX,longitude_GPX,écart_photo_GPX_secondes,certitude_GPX,localisation,titre_media,texte_alternatif,legende,description,EXIF_complets_identiques,octets_source,octets_web
DSC02607_1.JPG,italie-chateleysine-ski-randonnee-dsc02607-1-011.jpg,2024:01:30 15:50:34,+01:00,45.8184189,7.4003719,1,élevée,"traversée à ski du massif de Chateleysine, Alpes italiennes — jour 2","Traversée à ski — traversée à ski du massif de Chateleysine, Alpes italiennes — jour 2","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de Chateleysine, Alpes italiennes, au jour 2 de l’itinérance.","Jour 2 de la traversée à ski du massif de Chateleysine, Alpes italiennes.","Photo prise pendant la traversée à ski du massif de Chateleysine, Alpes italiennes. Point GPX temporel le plus proche : 45.818419, 7.400372, écart 1 secondes. Nom original conservé dans le manifeste : DSC02607_1.JPG.",True,504158,305992
DSC02644.JPG,italie-chateleysine-ski-randonnee-dsc02644-012.jpg,2024:01:31 07:44:36,+01:00,45.8177364,7.4007652,5973,faible,"traversée à ski du massif de Chateleysine, Alpes italiennes — jour 3","Traversée à ski — traversée à ski du massif de Chateleysine, Alpes italiennes — jour 3","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de Chateleysine, Alpes italiennes, au jour 3 de l’itinérance.","Jour 3 de la traversée à ski du massif de Chateleysine, Alpes italiennes.","Photo prise pendant la traversée à ski du massif de Chateleysine, Alpes italiennes. Point GPX temporel le plus proche : 45.817736, 7.400765, écart 5973 secondes. Nom original conservé dans le manifeste : DSC02644.JPG.",True,518175,333942
DSC02652_1.JPG,italie-chateleysine-ski-randonnee-dsc02652-1-013.jpg,2024:01:31 09:10:40,+01:00,45.8177364,7.4007652,809,moyenne,"traversée à ski du massif de Chateleysine, Alpes italiennes — jour 3","Traversée à ski — traversée à ski du massif de Chateleysine, Alpes italiennes — jour 3","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de Chateleysine, Alpes italiennes, au jour 3 de l’itinérance.","Jour 3 de la traversée à ski du massif de Chateleysine, Alpes italiennes.","Photo prise pendant la traversée à ski du massif de Chateleysine, Alpes italiennes. Point GPX temporel le plus proche : 45.817736, 7.400765, écart 809 secondes. Nom original conservé dans le manifeste : DSC02652_1.JPG.",True,366906,231781
DSC02705.JPG,italie-chateleysine-ski-randonnee-dsc02705-014.jpg,2024:01:31 10:07:08,+01:00,45.8187185,7.403025,1,élevée,"traversée à ski du massif de Chateleysine, Alpes italiennes — jour 3","Traversée à ski — traversée à ski du massif de Chateleysine, Alpes italiennes — jour 3","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de Chateleysine, Alpes italiennes, au jour 3 de l’itinérance.","Jour 3 de la traversée à ski du massif de Chateleysine, Alpes italiennes.","Photo prise pendant la traversée à ski du massif de Chateleysine, Alpes italiennes. Point GPX temporel le plus proche : 45.818719, 7.403025, écart 1 secondes. Nom original conservé dans le manifeste : DSC02705.JPG.",True,436218,266681
DSC02823.JPG,italie-chateleysine-ski-randonnee-dsc02823-015.jpg,2024:01:31 15:05:26,+01:00,45.8295369,7.4466394,1,élevée,"traversée à ski du massif de Chateleysine, Alpes italiennes — jour 3","Traversée à ski — traversée à ski du massif de Chateleysine, Alpes italiennes — jour 3","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de Chateleysine, Alpes italiennes, au jour 3 de l’itinérance.","Jour 3 de la traversée à ski du massif de Chateleysine, Alpes italiennes.","Photo prise pendant la traversée à ski du massif de Chateleysine, Alpes italiennes. Point GPX temporel le plus proche : 45.829537, 7.446639, écart 1 secondes. Nom original conservé dans le manifeste : DSC02823.JPG.",True,674445,430742
DSC02866_1.JPG,italie-chateleysine-ski-randonnee-dsc02866-1-016.jpg,2024:02:01 06:46:20,+01:00,45.8263774,7.4581444,9385,faible,"traversée à ski du massif de Chateleysine, Alpes italiennes — jour 4","Traversée à ski — traversée à ski du massif de Chateleysine, Alpes italiennes — jour 4","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de Chateleysine, Alpes italiennes, au jour 4 de l’itinérance.","Jour 4 de la traversée à ski du massif de Chateleysine, Alpes italiennes.","Photo prise pendant la traversée à ski du massif de Chateleysine, Alpes italiennes. Point GPX temporel le plus proche : 45.826377, 7.458144, écart 9385 secondes. Nom original conservé dans le manifeste : DSC02866_1.JPG.",True,259391,175765
DSC02926.JPG,italie-chateleysine-ski-randonnee-dsc02926-017.jpg,2024:02:01 07:31:04,+01:00,45.8263774,7.4581444,6701,faible,"traversée à ski du massif de Chateleysine, Alpes italiennes — jour 4","Traversée à ski — traversée à ski du massif de Chateleysine, Alpes italiennes — jour 4","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de Chateleysine, Alpes italiennes, au jour 4 de l’itinérance.","Jour 4 de la traversée à ski du massif de Chateleysine, Alpes italiennes.","Photo prise pendant la traversée à ski du massif de Chateleysine, Alpes italiennes. Point GPX temporel le plus proche : 45.826377, 7.458144, écart 6701 secondes. Nom original conservé dans le manifeste : DSC02926.JPG.",True,407865,247285
DSC02937.JPG,italie-chateleysine-ski-randonnee-dsc02937-018.jpg,2024:02:01 07:32:37,+01:00,45.8263774,7.4581444,6608,faible,"traversée à ski du massif de Chateleysine, Alpes italiennes — jour 4","Traversée à ski — traversée à ski du massif de Chateleysine, Alpes italiennes — jour 4","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de Chateleysine, Alpes italiennes, au jour 4 de l’itinérance.","Jour 4 de la traversée à ski du massif de Chateleysine, Alpes italiennes.","Photo prise pendant la traversée à ski du massif de Chateleysine, Alpes italiennes. Point GPX temporel le plus proche : 45.826377, 7.458144, écart 6608 secondes. Nom original conservé dans le manifeste : DSC02937.JPG.",True,316097,185682
DSC02957.JPG,italie-chateleysine-ski-randonnee-dsc02957-019.jpg,2024:02:01 08:07:55,+01:00,45.8263774,7.4581444,4490,faible,"traversée à ski du massif de Chateleysine, Alpes italiennes — jour 4","Traversée à ski — traversée à ski du massif de Chateleysine, Alpes italiennes — jour 4","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de Chateleysine, Alpes italiennes, au jour 4 de l’itinérance.","Jour 4 de la traversée à ski du massif de Chateleysine, Alpes italiennes.","Photo prise pendant la traversée à ski du massif de Chateleysine, Alpes italiennes. Point GPX temporel le plus proche : 45.826377, 7.458144, écart 4490 secondes. Nom original conservé dans le manifeste : DSC02957.JPG.",True,470117,299388
DSC03013_1.JPG,italie-chateleysine-ski-randonnee-dsc03013-1-020.jpg,2024:02:01 11:32:08,+01:00,45.8281402,7.4834797,0,élevée,"traversée à ski du massif de Chateleysine, Alpes italiennes — jour 4","Traversée à ski — traversée à ski du massif de Chateleysine, Alpes italiennes — jour 4","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de Chateleysine, Alpes italiennes, au jour 4 de l’itinérance.","Jour 4 de la traversée à ski du massif de Chateleysine, Alpes italiennes.","Photo prise pendant la traversée à ski du massif de Chateleysine, Alpes italiennes. Point GPX temporel le plus proche : 45.828140, 7.483480, écart 0 secondes. Nom original conservé dans le manifeste : DSC03013_1.JPG.",True,498481,314582
DSC03024.JPG,italie-chateleysine-ski-randonnee-dsc03024-021.jpg,2024:02:01 11:32:20,+01:00,45.8281402,7.4834797,2,élevée,"traversée à ski du massif de Chateleysine, Alpes italiennes — jour 4","Traversée à ski — traversée à ski du massif de Chateleysine, Alpes italiennes — jour 4","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de Chateleysine, Alpes italiennes, au jour 4 de l’itinérance.","Jour 4 de la traversée à ski du massif de Chateleysine, Alpes italiennes.","Photo prise pendant la traversée à ski du massif de Chateleysine, Alpes italiennes. Point GPX temporel le plus proche : 45.828140, 7.483480, écart 2 secondes. Nom original conservé dans le manifeste : DSC03024.JPG.",True,481350,305141
IMG20240131090413.jpg,italie-chateleysine-ski-randonnee-img20240131090413-022.jpg,2024:01:31 09:04:13,+01:00,45.8177364,7.4007652,1196,moyenne,"traversée à ski du massif de Chateleysine, Alpes italiennes — jour 3","Traversée à ski — traversée à ski du massif de Chateleysine, Alpes italiennes — jour 3","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de Chateleysine, Alpes italiennes, au jour 3 de l’itinérance.","Jour 3 de la traversée à ski du massif de Chateleysine, Alpes italiennes.","Photo prise pendant la traversée à ski du massif de Chateleysine, Alpes italiennes. Point GPX temporel le plus proche : 45.817736, 7.400765, écart 1196 secondes. Nom original conservé dans le manifeste : IMG20240131090413.jpg.",True,5409012,1335465
IMG_1015_2000pix.jpg,italie-chateleysine-ski-randonnee-img-1015-2000pix-023.jpg,2024:02:01 07:43:31,+01:00,45.8263774,7.4581444,5954,faible,"traversée à ski du massif de Chateleysine, Alpes italiennes — jour 4","Traversée à ski — traversée à ski du massif de Chateleysine, Alpes italiennes — jour 4","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de Chateleysine, Alpes italiennes, au jour 4 de l’itinérance.","Jour 4 de la traversée à ski du massif de Chateleysine, Alpes italiennes.","Photo prise pendant la traversée à ski du massif de Chateleysine, Alpes italiennes. Point GPX temporel le plus proche : 45.826377, 7.458144, écart 5954 secondes. Nom original conservé dans le manifeste : IMG_1015_2000pix.jpg.",True,174289,252365
