source_exacte,fichier_web,DateTimeOriginal,fuseau_utilisé,latitude_GPX,longitude_GPX,écart_photo_GPX_secondes,certitude_GPX,localisation,titre_media,texte_alternatif,legende,description,EXIF_complets_identiques,octets_source,octets_web
DSC01101.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01101-015.jpg,2025:04:20 12:28:16,+02:00,43.0882527,77.1045598,1,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 1","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 1","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 1 de l’itinérance.","Jour 1 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.088253, 77.104560, écart 1 secondes. Nom original conservé dans le manifeste : DSC01101.jpg.",True,1480604,758184
DSC01118 (2025-04-30T07_24_22.176).jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01118-2025-04-30t07-24-22-176-016.jpg,2025:04:20 13:36:28,+02:00,43.0831389,77.1023406,12,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 1","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 1","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 1 de l’itinérance.","Jour 1 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.083139, 77.102341, écart 12 secondes. Nom original conservé dans le manifeste : DSC01118 (2025-04-30T07_24_22.176).jpg.",True,2947656,1224559
DSC01173 (1).jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01173-1-017.jpg,2025:04:20 14:06:38,+02:00,43.0823787,77.1022066,1,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 1","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 1","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 1 de l’itinérance.","Jour 1 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.082379, 77.102207, écart 1 secondes. Nom original conservé dans le manifeste : DSC01173 (1).jpg.",True,1347397,679606
DSC01212.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01212-018.jpg,2025:04:20 14:16:24,+02:00,43.0818001,77.1012926,4,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 1","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 1","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 1 de l’itinérance.","Jour 1 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.081800, 77.101293, écart 4 secondes. Nom original conservé dans le manifeste : DSC01212.jpg.",True,563278,495428
DSC01251.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01251-019.jpg,2025:04:20 15:28:00,+02:00,43.0688159,77.0834438,17,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 1","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 1","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 1 de l’itinérance.","Jour 1 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.068816, 77.083444, écart 17 secondes. Nom original conservé dans le manifeste : DSC01251.jpg.",True,628000,457118
DSC01305.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01305-020.jpg,2025:04:20 18:12:52,+02:00,43.0611274,77.0828489,8258,faible,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 1","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 1","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 1 de l’itinérance.","Jour 1 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.061127, 77.082849, écart 8258 secondes. Nom original conservé dans le manifeste : DSC01305.jpg.",True,2772300,1004560
DSC01363.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01363-021.jpg,2025:04:21 05:21:13,+02:00,43.0410184,77.0803027,51,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 2","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 2","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 2 de l’itinérance.","Jour 2 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.041018, 77.080303, écart 51 secondes. Nom original conservé dans le manifeste : DSC01363.jpg.",True,432153,334238
DSC01501.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01501-022.jpg,2025:04:21 08:23:34,+02:00,43.0321571,77.129183,5,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 2","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 2","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 2 de l’itinérance.","Jour 2 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.032157, 77.129183, écart 5 secondes. Nom original conservé dans le manifeste : DSC01501.jpg.",True,2610905,978488
DSC01514.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01514-023.jpg,2025:04:21 11:24:07,+02:00,43.0406954,77.1563029,9057,faible,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 2","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 2","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 2 de l’itinérance.","Jour 2 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.040695, 77.156303, écart 9057 secondes. Nom original conservé dans le manifeste : DSC01514.jpg.",True,2193648,833214
DSC01522 (1).jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01522-1-024.jpg,2025:04:21 13:53:24,+02:00,43.0406954,77.1563029,18014,faible,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 2","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 2","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 2 de l’itinérance.","Jour 2 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.040695, 77.156303, écart 18014 secondes. Nom original conservé dans le manifeste : DSC01522 (1).jpg.",True,1873005,802101
DSC01566.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01566-025.jpg,2025:04:21 16:35:39,+02:00,43.0406954,77.1563029,27749,faible,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 2","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 2","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 2 de l’itinérance.","Jour 2 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.040695, 77.156303, écart 27749 secondes. Nom original conservé dans le manifeste : DSC01566.jpg.",True,2097152,672222
DSC01582.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01582-026.jpg,2025:04:22 01:33:05,+02:00,43.0405588,77.1559471,1281,moyenne,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 2","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 2","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 2 de l’itinérance.","Jour 2 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.040559, 77.155947, écart 1281 secondes. Nom original conservé dans le manifeste : DSC01582.jpg.",True,842023,616289
DSC01634.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01634-027.jpg,2025:04:22 02:16:31,+02:00,43.0389421,77.1593257,3,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 3","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 3","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 3 de l’itinérance.","Jour 3 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.038942, 77.159326, écart 3 secondes. Nom original conservé dans le manifeste : DSC01634.jpg.",True,2584009,1042067
DSC01667 (2025-04-29T13_10_08.404).jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01667-2025-04-29t13-10-08-404-028.jpg,2025:04:22 03:16:54,+02:00,43.0215239,77.1557115,15,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 3","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 3","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 3 de l’itinérance.","Jour 3 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.021524, 77.155711, écart 15 secondes. Nom original conservé dans le manifeste : DSC01667 (2025-04-29T13_10_08.404).jpg.",True,549030,502699
DSC01689.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01689-029.jpg,2025:04:22 03:27:58,+02:00,43.0181984,77.1539455,15,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 3","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 3","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 3 de l’itinérance.","Jour 3 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.018198, 77.153946, écart 15 secondes. Nom original conservé dans le manifeste : DSC01689.jpg.",True,665822,483503
DSC01724.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01724-030.jpg,2025:04:22 03:51:47,+02:00,43.0159045,77.1486949,14,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 3","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 3","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 3 de l’itinérance.","Jour 3 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.015904, 77.148695, écart 14 secondes. Nom original conservé dans le manifeste : DSC01724.jpg.",True,437661,373100
DSC01777 (1) (2025-04-29T13_09_47.272).jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01777-1-2025-04-29t13-09-47-272-031.jpg,2025:04:22 04:17:25,+02:00,43.0064805,77.1422308,1,élevée,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 3","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 3","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 3 de l’itinérance.","Jour 3 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.006481, 77.142231, écart 1 secondes. Nom original conservé dans le manifeste : DSC01777 (1) (2025-04-29T13_09_47.272).jpg.",True,1629985,773014
DSC01836 (1).jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01836-1-032.jpg,2025:04:23 15:21:13,+05:00,43.0420636,76.9438463,4671,faible,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 4","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 4","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 4 de l’itinérance.","Jour 4 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.042064, 76.943846, écart 4671 secondes. Nom original conservé dans le manifeste : DSC01836 (1).jpg.",True,330215,347339
DSC01852.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01852-033.jpg,2025:04:23 15:28:47,+05:00,43.0420636,76.9438463,5125,faible,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 4","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 4","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 4 de l’itinérance.","Jour 4 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.042064, 76.943846, écart 5125 secondes. Nom original conservé dans le manifeste : DSC01852.jpg.",True,148979,201109
DSC01880.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01880-034.jpg,2025:04:23 15:34:52,+05:00,43.0420636,76.9438463,5490,faible,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 4","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 4","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 4 de l’itinérance.","Jour 4 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.042064, 76.943846, écart 5490 secondes. Nom original conservé dans le manifeste : DSC01880.jpg.",True,146504,167297
DSC01885 (2025-04-27T11_41_30.967).jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01885-2025-04-27t11-41-30-967-035.jpg,2025:04:23 16:19:19,+05:00,43.0420636,76.9438463,8157,faible,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 4","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 4","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 4 de l’itinérance.","Jour 4 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.042064, 76.943846, écart 8157 secondes. Nom original conservé dans le manifeste : DSC01885 (2025-04-27T11_41_30.967).jpg.",True,258481,301598
DSC01923.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01923-036.jpg,2025:04:23 17:57:13,+05:00,43.0420636,76.9438463,14031,faible,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 4","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 4","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 4 de l’itinérance.","Jour 4 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.042064, 76.943846, écart 14031 secondes. Nom original conservé dans le manifeste : DSC01923.jpg.",True,237397,294530
DSC01925.jpg,kazakhstan-ile-alatau-ski-randonnee-dsc01925-037.jpg,2025:04:23 17:58:10,+05:00,43.0420636,76.9438463,14088,faible,"traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 4","Traversée à ski — traversée à ski du massif de l’Ile Alatau, Kazakhstan — jour 4","Scène de voyage et de ski de randonnée pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan, au jour 4 de l’itinérance.","Jour 4 de la traversée à ski du massif de l’Ile Alatau, Kazakhstan.","Photo prise pendant la traversée à ski du massif de l’Ile Alatau, Kazakhstan. Point GPX temporel le plus proche : 43.042064, 76.943846, écart 14088 secondes. Nom original conservé dans le manifeste : DSC01925.jpg.",True,104544,143362
