source_exacte,fichier_web,DateTimeOriginal,fuseau_utilisé,latitude_GPX,longitude_GPX,écart_photo_GPX_secondes,certitude_GPX,localisation,titre_media,texte_alternatif,legende,description,EXIF_complets_identiques,octets_source,octets_web,action
20240316_082944.jpg,italie-alpes-ligures-ski-randonnee-20240316-082944-011.jpg,2024:03:16 08:29:44,+01:00,44.1757621,7.8341487,2,élevée,"traversée à ski des Alpes ligures, Italie — jour 5","Arête blanche entre les sommets — traversée à ski des Alpes ligures, Italie","Arête blanche entre les sommets pendant la traversée à ski des Alpes ligures, au jour 5 de l’itinérance.","Arête blanche entre les sommets, jour 5 de la traversée à ski des Alpes ligures.","La photographie montre arête blanche entre les sommets, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.175762, 7.834149 (écart 2 secondes, confiance élevée). Nom source : 20240316_082944.jpg.",True,2474288,744283,arête blanche entre les sommets
20240316_102103.jpg,italie-alpes-ligures-ski-randonnee-20240316-102103-012.jpg,2024:03:16 10:21:04,+01:00,44.1884084,7.8796955,0,élevée,"traversée à ski des Alpes ligures, Italie — jour 5","Skieur solitaire sur un plateau — traversée à ski des Alpes ligures, Italie","Skieur solitaire sur un plateau pendant la traversée à ski des Alpes ligures, au jour 5 de l’itinérance.","Skieur solitaire sur un plateau, jour 5 de la traversée à ski des Alpes ligures.","La photographie montre skieur solitaire sur un plateau, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.188408, 7.879696 (écart 0 secondes, confiance élevée). Nom source : 20240316_102103.jpg.",True,12171922,1113414,skieur solitaire sur un plateau
20240316_144230.jpg,italie-alpes-ligures-ski-randonnee-20240316-144230-013.jpg,2024:03:16 14:42:30,+01:00,44.2163662,7.9430369,0,élevée,"traversée à ski des Alpes ligures, Italie — jour 5","Passage près d’un panneau de station — traversée à ski des Alpes ligures, Italie","Passage près d’un panneau de station pendant la traversée à ski des Alpes ligures, au jour 5 de l’itinérance.","Passage près d’un panneau de station, jour 5 de la traversée à ski des Alpes ligures.","La photographie montre passage près d’un panneau de station, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.216366, 7.943037 (écart 0 secondes, confiance élevée). Nom source : 20240316_144230.jpg.",True,19046852,1761761,passage près d’un panneau de station
20240316_155654.jpg,italie-alpes-ligures-ski-randonnee-20240316-155654-014.jpg,2024:03:16 15:56:54,+01:00,44.2164964,7.9446857,4197,faible,"traversée à ski des Alpes ligures, Italie — jour 5","Déjeuner au soleil sur une terrasse — traversée à ski des Alpes ligures, Italie","Déjeuner au soleil sur une terrasse pendant la traversée à ski des Alpes ligures, au jour 5 de l’itinérance.","Déjeuner au soleil sur une terrasse, jour 5 de la traversée à ski des Alpes ligures.","La photographie montre déjeuner au soleil sur une terrasse, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.216496, 7.944686 (écart 4197 secondes, confiance faible). Nom source : 20240316_155654.jpg.",True,3133306,943911,déjeuner au soleil sur une terrasse
20240317_120851.jpg,italie-alpes-ligures-ski-randonnee-20240317-120851-015.jpg,2024:03:17 12:08:51,+01:00,44.2164964,7.9446857,76914,faible,"traversée à ski des Alpes ligures, Italie — jour 5","Rue d’un village alpin — traversée à ski des Alpes ligures, Italie","Rue d’un village alpin pendant la traversée à ski des Alpes ligures, au jour 5 de l’itinérance.","Rue d’un village alpin, jour 5 de la traversée à ski des Alpes ligures.","La photographie montre rue d’un village alpin, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.216496, 7.944686 (écart 76914 secondes, confiance faible). Nom source : 20240317_120851.jpg.",True,13312263,1315007,rue d’un village alpin
DSC06856.jpg,italie-alpes-ligures-ski-randonnee-dsc06856-031.jpg,2024:03:13 13:53:44,+01:00,44.1743314,7.6912549,5,élevée,"traversée à ski des Alpes ligures, Italie — jour 2","Descente dans une pente soutenue — traversée à ski des Alpes ligures, Italie","Descente dans une pente soutenue pendant la traversée à ski des Alpes ligures, au jour 2 de l’itinérance.","Descente dans une pente soutenue, jour 2 de la traversée à ski des Alpes ligures.","La photographie montre descente dans une pente soutenue, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.174331, 7.691255 (écart 5 secondes, confiance élevée). Nom source : DSC06856.jpg.",True,732289,336144,descente dans une pente soutenue
DSC06878 (1).jpg,italie-alpes-ligures-ski-randonnee-dsc06878-1-032.jpg,2024:03:13 13:56:43,+01:00,44.1743726,7.6912877,0,élevée,"traversée à ski des Alpes ligures, Italie — jour 2","Skieur dans un couloir enneigé — traversée à ski des Alpes ligures, Italie","Skieur dans un couloir enneigé pendant la traversée à ski des Alpes ligures, au jour 2 de l’itinérance.","Skieur dans un couloir enneigé, jour 2 de la traversée à ski des Alpes ligures.","La photographie montre skieur dans un couloir enneigé, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.174373, 7.691288 (écart 0 secondes, confiance élevée). Nom source : DSC06878 (1).jpg.",True,836191,383285,skieur dans un couloir enneigé
DSC06941.jpg,italie-alpes-ligures-ski-randonnee-dsc06941-033.jpg,2024:03:13 13:59:15,+01:00,44.1745708,7.6915023,7,élevée,"traversée à ski des Alpes ligures, Italie — jour 2","Virage sous les falaises — traversée à ski des Alpes ligures, Italie","Virage sous les falaises pendant la traversée à ski des Alpes ligures, au jour 2 de l’itinérance.","Virage sous les falaises, jour 2 de la traversée à ski des Alpes ligures.","La photographie montre virage sous les falaises, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.174571, 7.691502 (écart 7 secondes, confiance élevée). Nom source : DSC06941.jpg.",True,788798,356594,virage sous les falaises
DSC06990.jpg,italie-alpes-ligures-ski-randonnee-dsc06990-034.jpg,2024:03:13 14:07:08,+01:00,44.1755392,7.6925998,0,élevée,"traversée à ski des Alpes ligures, Italie — jour 2","Descente au soleil sous les barres rocheuses — traversée à ski des Alpes ligures, Italie","Descente au soleil sous les barres rocheuses pendant la traversée à ski des Alpes ligures, au jour 2 de l’itinérance.","Descente au soleil sous les barres rocheuses, jour 2 de la traversée à ski des Alpes ligures.","La photographie montre descente au soleil sous les barres rocheuses, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.175539, 7.692600 (écart 0 secondes, confiance élevée). Nom source : DSC06990.jpg.",True,1021281,484404,descente au soleil sous les barres rocheuses
DSC07027.jpg,italie-alpes-ligures-ski-randonnee-dsc07027-035.jpg,2024:03:13 14:08:30,+01:00,44.1755235,7.692585,3,élevée,"traversée à ski des Alpes ligures, Italie — jour 2","Ski sous les tours calcaires — traversée à ski des Alpes ligures, Italie","Ski sous les tours calcaires pendant la traversée à ski des Alpes ligures, au jour 2 de l’itinérance.","Ski sous les tours calcaires, jour 2 de la traversée à ski des Alpes ligures.","La photographie montre ski sous les tours calcaires, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.175523, 7.692585 (écart 3 secondes, confiance élevée). Nom source : DSC07027.jpg.",True,1096220,524942,ski sous les tours calcaires
DSC07139.jpg,italie-alpes-ligures-ski-randonnee-dsc07139-036.jpg,2024:03:13 15:43:11,+01:00,44.179768,7.698041,2,élevée,"traversée à ski des Alpes ligures, Italie — jour 2","Montée en conversion vers le col — traversée à ski des Alpes ligures, Italie","Montée en conversion vers le col pendant la traversée à ski des Alpes ligures, au jour 2 de l’itinérance.","Montée en conversion vers le col, jour 2 de la traversée à ski des Alpes ligures.","La photographie montre montée en conversion vers le col, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.179768, 7.698041 (écart 2 secondes, confiance élevée). Nom source : DSC07139.jpg.",True,755960,351101,montée en conversion vers le col
DSC07187.jpg,italie-alpes-ligures-ski-randonnee-dsc07187-037.jpg,2024:03:13 16:11:54,+01:00,44.1762028,7.7012968,5,élevée,"traversée à ski des Alpes ligures, Italie — jour 2","Groupe progressant dans un vallon — traversée à ski des Alpes ligures, Italie","Groupe progressant dans un vallon pendant la traversée à ski des Alpes ligures, au jour 2 de l’itinérance.","Groupe progressant dans un vallon, jour 2 de la traversée à ski des Alpes ligures.","La photographie montre groupe progressant dans un vallon, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.176203, 7.701297 (écart 5 secondes, confiance élevée). Nom source : DSC07187.jpg.",True,905136,417960,groupe progressant dans un vallon
DSC07211.jpg,italie-alpes-ligures-ski-randonnee-dsc07211-038.jpg,2024:03:13 16:37:24,+01:00,44.1737002,7.7073708,3,élevée,"traversée à ski des Alpes ligures, Italie — jour 2","Traversée d’un vaste plateau blanc — traversée à ski des Alpes ligures, Italie","Traversée d’un vaste plateau blanc pendant la traversée à ski des Alpes ligures, au jour 2 de l’itinérance.","Traversée d’un vaste plateau blanc, jour 2 de la traversée à ski des Alpes ligures.","La photographie montre traversée d’un vaste plateau blanc, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.173700, 7.707371 (écart 3 secondes, confiance élevée). Nom source : DSC07211.jpg.",True,530498,223494,traversée d’un vaste plateau blanc
DSC07245.jpg,italie-alpes-ligures-ski-randonnee-dsc07245-039.jpg,2024:03:13 16:52:51,+01:00,44.1727468,7.7076092,1,élevée,"traversée à ski des Alpes ligures, Italie — jour 2","Petite cabane rouge dans la neige — traversée à ski des Alpes ligures, Italie","Petite cabane rouge dans la neige pendant la traversée à ski des Alpes ligures, au jour 2 de l’itinérance.","Petite cabane rouge dans la neige, jour 2 de la traversée à ski des Alpes ligures.","La photographie montre petite cabane rouge dans la neige, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.172747, 7.707609 (écart 1 secondes, confiance élevée). Nom source : DSC07245.jpg.",True,709625,334816,petite cabane rouge dans la neige
DSC07250.jpg,italie-alpes-ligures-ski-randonnee-dsc07250-040.jpg,2024:03:13 17:10:47,+01:00,44.1682154,7.708122,248,élevée,"traversée à ski des Alpes ligures, Italie — jour 2","Arrivée du groupe à la cabane — traversée à ski des Alpes ligures, Italie","Arrivée du groupe à la cabane pendant la traversée à ski des Alpes ligures, au jour 2 de l’itinérance.","Arrivée du groupe à la cabane, jour 2 de la traversée à ski des Alpes ligures.","La photographie montre arrivée du groupe à la cabane, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.168215, 7.708122 (écart 248 secondes, confiance élevée). Nom source : DSC07250.jpg.",True,743563,329206,arrivée du groupe à la cabane
DSC07272.jpg,italie-alpes-ligures-ski-randonnee-dsc07272-041.jpg,2024:03:13 17:20:51,+01:00,44.1682154,7.708122,852,moyenne,"traversée à ski des Alpes ligures, Italie — jour 2","Soir tombant derrière la vitre du refuge — traversée à ski des Alpes ligures, Italie","Soir tombant derrière la vitre du refuge pendant la traversée à ski des Alpes ligures, au jour 2 de l’itinérance.","Soir tombant derrière la vitre du refuge, jour 2 de la traversée à ski des Alpes ligures.","La photographie montre soir tombant derrière la vitre du refuge, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.168215, 7.708122 (écart 852 secondes, confiance moyenne). Nom source : DSC07272.jpg.",True,583591,244629,soir tombant derrière la vitre du refuge
DSC07309 (1).jpg,italie-alpes-ligures-ski-randonnee-dsc07309-1-042.jpg,2024:03:13 19:13:47,+01:00,44.1682154,7.708122,7628,faible,"traversée à ski des Alpes ligures, Italie — jour 2","Préparation du dîner dans la cabane — traversée à ski des Alpes ligures, Italie","Préparation du dîner dans la cabane pendant la traversée à ski des Alpes ligures, au jour 2 de l’itinérance.","Préparation du dîner dans la cabane, jour 2 de la traversée à ski des Alpes ligures.","La photographie montre préparation du dîner dans la cabane, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.168215, 7.708122 (écart 7628 secondes, confiance faible). Nom source : DSC07309 (1).jpg.",True,712181,330631,préparation du dîner dans la cabane
DSC07333 (1).jpg,italie-alpes-ligures-ski-randonnee-dsc07333-1-043.jpg,2024:03:14 08:43:40,+01:00,44.1682527,7.7080996,1923,faible,"traversée à ski des Alpes ligures, Italie — jour 3","Groupe réuni dans le refuge — traversée à ski des Alpes ligures, Italie","Groupe réuni dans le refuge pendant la traversée à ski des Alpes ligures, au jour 3 de l’itinérance.","Groupe réuni dans le refuge, jour 3 de la traversée à ski des Alpes ligures.","La photographie montre groupe réuni dans le refuge, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.168253, 7.708100 (écart 1923 secondes, confiance faible). Nom source : DSC07333 (1).jpg.",True,611792,264054,groupe réuni dans le refuge
DSC07427 (1).jpg,italie-alpes-ligures-ski-randonnee-dsc07427-1-044.jpg,2024:03:14 11:05:13,+01:00,44.1736386,7.7202324,10,élevée,"traversée à ski des Alpes ligures, Italie — jour 3","Trace sinueuse sur une crête — traversée à ski des Alpes ligures, Italie","Trace sinueuse sur une crête pendant la traversée à ski des Alpes ligures, au jour 3 de l’itinérance.","Trace sinueuse sur une crête, jour 3 de la traversée à ski des Alpes ligures.","La photographie montre trace sinueuse sur une crête, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.173639, 7.720232 (écart 10 secondes, confiance élevée). Nom source : DSC07427 (1).jpg.",True,783044,372185,trace sinueuse sur une crête
DSC07471.jpg,italie-alpes-ligures-ski-randonnee-dsc07471-045.jpg,2024:03:14 11:30:32,+01:00,44.1716473,7.7221458,3,élevée,"traversée à ski des Alpes ligures, Italie — jour 3","Virage en poudreuse au-dessus des vallées — traversée à ski des Alpes ligures, Italie","Virage en poudreuse au-dessus des vallées pendant la traversée à ski des Alpes ligures, au jour 3 de l’itinérance.","Virage en poudreuse au-dessus des vallées, jour 3 de la traversée à ski des Alpes ligures.","La photographie montre virage en poudreuse au-dessus des vallées, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.171647, 7.722146 (écart 3 secondes, confiance élevée). Nom source : DSC07471.jpg.",True,579736,259109,virage en poudreuse au-dessus des vallées
DSC07618.jpg,italie-alpes-ligures-ski-randonnee-dsc07618-046.jpg,2024:03:14 14:34:54,+01:00,44.1661231,7.72892,6,élevée,"traversée à ski des Alpes ligures, Italie — jour 3","Franchissement d’une corniche sommitale — traversée à ski des Alpes ligures, Italie","Franchissement d’une corniche sommitale pendant la traversée à ski des Alpes ligures, au jour 3 de l’itinérance.","Franchissement d’une corniche sommitale, jour 3 de la traversée à ski des Alpes ligures.","La photographie montre franchissement d’une corniche sommitale, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.166123, 7.728920 (écart 6 secondes, confiance élevée). Nom source : DSC07618.jpg.",True,552365,238898,franchissement d’une corniche sommitale
DSC07657.jpg,italie-alpes-ligures-ski-randonnee-dsc07657-047.jpg,2024:03:14 15:05:55,+01:00,44.1695268,7.7289492,3,élevée,"traversée à ski des Alpes ligures, Italie — jour 3","Groupe montant sur une arête aérienne — traversée à ski des Alpes ligures, Italie","Groupe montant sur une arête aérienne pendant la traversée à ski des Alpes ligures, au jour 3 de l’itinérance.","Groupe montant sur une arête aérienne, jour 3 de la traversée à ski des Alpes ligures.","La photographie montre groupe montant sur une arête aérienne, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.169527, 7.728949 (écart 3 secondes, confiance élevée). Nom source : DSC07657.jpg.",True,579902,262666,groupe montant sur une arête aérienne
DSC07764.jpg,italie-alpes-ligures-ski-randonnee-dsc07764-048.jpg,2024:03:14 15:33:05,+01:00,44.1731114,7.7320464,4,élevée,"traversée à ski des Alpes ligures, Italie — jour 3","Panorama sur les alpes ligures — traversée à ski des Alpes ligures, Italie","Panorama sur les alpes ligures pendant la traversée à ski des Alpes ligures, au jour 3 de l’itinérance.","Panorama sur les alpes ligures, jour 3 de la traversée à ski des Alpes ligures.","La photographie montre panorama sur les Alpes ligures, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.173111, 7.732046 (écart 4 secondes, confiance élevée). Nom source : DSC07764.jpg.",True,760897,340333,panorama sur les Alpes ligures
DSC07771.jpg,italie-alpes-ligures-ski-randonnee-dsc07771-049.jpg,2024:03:14 16:13:32,+01:00,44.1760196,7.733891,7,élevée,"traversée à ski des Alpes ligures, Italie — jour 3","Deux skieurs apparaissant derrière une bosse — traversée à ski des Alpes ligures, Italie","Deux skieurs apparaissant derrière une bosse pendant la traversée à ski des Alpes ligures, au jour 3 de l’itinérance.","Deux skieurs apparaissant derrière une bosse, jour 3 de la traversée à ski des Alpes ligures.","La photographie montre deux skieurs apparaissant derrière une bosse, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.176020, 7.733891 (écart 7 secondes, confiance élevée). Nom source : DSC07771.jpg.",True,414149,151995,deux skieurs apparaissant derrière une bosse
DSC07812 (1).jpg,italie-alpes-ligures-ski-randonnee-dsc07812-1-050.jpg,2024:03:14 16:38:48,+01:00,44.1761697,7.7343117,7,élevée,"traversée à ski des Alpes ligures, Italie — jour 3","Forteresse rocheuse au-dessus des nuages — traversée à ski des Alpes ligures, Italie","Forteresse rocheuse au-dessus des nuages pendant la traversée à ski des Alpes ligures, au jour 3 de l’itinérance.","Forteresse rocheuse au-dessus des nuages, jour 3 de la traversée à ski des Alpes ligures.","La photographie montre forteresse rocheuse au-dessus des nuages, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.176170, 7.734312 (écart 7 secondes, confiance élevée). Nom source : DSC07812 (1).jpg.",True,866085,403919,forteresse rocheuse au-dessus des nuages
DSC07816 (1).jpg,italie-alpes-ligures-ski-randonnee-dsc07816-1-051.jpg,2024:03:14 19:08:52,+01:00,44.1914096,7.7317851,3973,faible,"traversée à ski des Alpes ligures, Italie — jour 3","Soirée à la lumière rouge — traversée à ski des Alpes ligures, Italie","Soirée à la lumière rouge pendant la traversée à ski des Alpes ligures, au jour 3 de l’itinérance.","Soirée à la lumière rouge, jour 3 de la traversée à ski des Alpes ligures.","La photographie montre soirée à la lumière rouge, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.191410, 7.731785 (écart 3973 secondes, confiance faible). Nom source : DSC07816 (1).jpg.",True,605171,218621,soirée à la lumière rouge
DSC07839.jpg,italie-alpes-ligures-ski-randonnee-dsc07839-052.jpg,2024:03:14 19:52:31,+01:00,44.1914096,7.7317851,6592,faible,"traversée à ski des Alpes ligures, Italie — jour 3","Repas à la frontale dans la cabane — traversée à ski des Alpes ligures, Italie","Repas à la frontale dans la cabane pendant la traversée à ski des Alpes ligures, au jour 3 de l’itinérance.","Repas à la frontale dans la cabane, jour 3 de la traversée à ski des Alpes ligures.","La photographie montre repas à la frontale dans la cabane, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.191410, 7.731785 (écart 6592 secondes, confiance faible). Nom source : DSC07839.jpg.",True,418631,119258,repas à la frontale dans la cabane
DSC07848.jpg,italie-alpes-ligures-ski-randonnee-dsc07848-053.jpg,2024:03:15 06:23:09,+01:00,44.1913356,7.7316189,5356,faible,"traversée à ski des Alpes ligures, Italie — jour 4","Repos du groupe sur les couchettes — traversée à ski des Alpes ligures, Italie","Repos du groupe sur les couchettes pendant la traversée à ski des Alpes ligures, au jour 4 de l’itinérance.","Repos du groupe sur les couchettes, jour 4 de la traversée à ski des Alpes ligures.","La photographie montre repos du groupe sur les couchettes, pendant la traversée à ski des Alpes ligures. La localisation est issue du rapprochement temporel avec la trace GPX : 44.191336, 7.731619 (écart 5356 secondes, confiance faible). Nom source : DSC07848.jpg.",True,872707,414391,repos du groupe sur les couchettes
